modality,vocal_channel,emotion,intensity,statement,repetition,actor,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,mfcc_21_mean,mfcc_21_std,mfcc_22_mean,mfcc_22_std,mfcc_23_mean,mfcc_23_std,mfcc_24_mean,mfcc_24_std,mfcc_25_mean,mfcc_25_std,mfcc_26_mean,mfcc_26_std,mfcc_27_mean,mfcc_27_std,mfcc_28_mean,mfcc_28_std,mfcc_29_mean,mfcc_29_std,mfcc_30_mean,mfcc_30_std,mfcc_31_mean,mfcc_31_std,mfcc_32_mean,mfcc_32_std,mfcc_33_mean,mfcc_33_std,mfcc_34_mean,mfcc_34_std,mfcc_35_mean,mfcc_35_std,mfcc_36_mean,mfcc_36_std,mfcc_37_mean,mfcc_37_std,mfcc_38_mean,mfcc_38_std,mfcc_39_mean,mfcc_39_std,mfcc_40_mean,mfcc_40_std,mel_spectogram_mean,mel_spectogram_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_mean,rms_std,pitch_mean,pitch_std,file_path,emotion_label,intensity_label,statement_label,gender
3,1,8,1,2,2,9,-779.5073,158.58037,86.03685,85.28871,7.422304,23.686956,18.159235,28.74426,9.4910145,12.016372,16.713518,16.071007,-2.2024562,12.6615305,2.04851,10.535613,-2.7463715,8.60101,-3.55787,9.001206,-1.1033888,8.067353,-0.24700217,7.507187,-3.3189058,7.326209,-0.95573,6.51444,-0.7826628,6.6367245,0.9518338,5.8415966,1.3808722,6.269028,-2.1168473,5.3341994,-0.30255646,6.112285,-0.89263093,5.779471,2.8043182,4.9785876,-3.1228065,5.812632,-3.1879385,5.5925426,1.5336074,4.633244,0.15268369,4.343914,-1.4415526,3.89688,-1.9228172,3.571402,-2.4847226,4.5012517,-2.0978453,4.1273336,-1.1031907,3.5587518,-2.3387773,4.0580115,-1.5244642,3.579756,-2.3385713,3.6304865,-2.0905375,3.476609,-1.6556258,3.4091928,-1.5652192,3.0752683,-1.1459842,3.1001372,-0.6043936,2.8599074,-1.0409051,3.185831,-1.3358568,2.9380975,0.00094280136,0.009366457,5924.744277350702,4355.644529633715,4930.2229070679105,2411.4310577602564,10977.675116099072,8221.56052876642,0.05096114309210526,0.057592938452283214,0.0012935994,0.0018464214,766.6942815514542,900.2684994772604,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-02-09.wav,surprised,normal,dogs_sitting,male
3,1,2,1,1,1,13,-767.8199,156.32353,96.30624,81.61781,12.284286,21.729265,16.002476,18.700687,9.135193,16.722433,16.56061,12.944992,1.792268,13.206859,3.5189064,10.3952875,-2.266263,11.834399,-3.4389617,11.754682,-1.2352518,9.825227,0.4388023,7.9460516,2.257174,7.786695,-3.6287045,10.487439,1.3068762,8.1137085,7.7083907,10.124698,-0.56775963,8.179774,-1.2773589,8.520552,3.4318395,6.7545996,0.48874497,5.9098077,-2.6144886,7.6230326,-0.74654883,6.1839128,2.2046642,5.3825727,-0.31654844,5.944552,-0.44639918,5.039283,1.3293762,4.266049,-0.7548053,5.308541,-0.1306845,5.095958,-0.66919065,4.5293455,-0.25978956,4.9494557,-0.04186283,3.985629,0.057442203,4.0910606,0.6478665,4.082257,-0.33665717,4.82413,0.30052274,4.0211267,0.8589281,3.2703793,-0.34152266,4.4532323,0.637366,3.6158211,-0.7899393,4.035305,-0.23174474,3.921318,0.001374422,0.013678367,6305.172234199701,3920.3207153967546,5704.503566402306,2324.1630744083877,12493.321572580646,8040.105500741911,0.06100680443548387,0.05259345550275311,0.0015346013,0.0022196884,678.5547624114727,773.2401520117317,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-01-13.wav,calm,normal,kids_talking,male
3,1,1,1,1,1,13,-752.0955,145.32051,74.34215,86.02555,7.89519,20.318329,9.511388,18.806988,5.648328,15.35958,12.030303,14.632499,-0.7333289,14.014742,1.5818408,9.236148,-1.0220777,10.7243185,-2.022728,11.534849,-2.505434,10.142548,-0.13211873,7.6153464,2.646599,6.373488,-1.2583632,8.635,0.026317623,7.952829,4.4603906,8.476569,-0.4851261,6.8314133,-1.8114316,7.9407806,1.8126372,5.62879,-0.66458076,5.5180044,-2.516239,7.266946,-1.1970954,5.717469,1.6759154,5.5966945,0.5310565,3.898387,-1.0261173,5.0663548,-0.40762627,4.736929,-0.84623367,4.384887,-0.38730285,3.8411996,-1.8430727,5.020197,-0.86347705,4.4858828,-0.7152551,3.8084924,-0.21067771,3.8848596,0.66162723,3.346051,-0.68159395,4.0248356,0.859211,2.6334553,-0.37791607,3.5531144,-0.5029152,3.3967643,0.5103666,2.8734775,-2.0043666,4.532682,-0.6782265,3.1986928,0.0023109561,0.031091752,7160.965605405608,4302.8104913285515,5790.059491013188,2165.331346647835,13396.025587248321,8157.213994931621,0.06347983955536912,0.06107039399757868,0.0017711212,0.0030183666,645.6162501650789,696.0200072206244,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-01-13.wav,neutral,normal,kids_talking,male
3,1,2,1,1,2,13,-760.3465,154.0676,86.16892,87.462875,7.410422,19.132866,12.323776,20.004358,6.122831,15.598501,14.394656,15.169084,0.4510844,12.9700985,3.6656313,9.390536,-1.8169689,10.788496,-1.5772227,10.643768,-1.5607998,9.899731,-1.276618,7.957965,1.7647879,8.777791,-4.0627637,10.441872,0.8301877,6.819702,7.316027,10.629029,0.18504548,7.3616843,-2.891586,9.850499,1.9084221,6.6383862,0.5333463,6.242781,-3.2879667,8.083358,-1.1350081,5.553562,2.3683918,4.3788624,-1.1217728,4.90678,-0.9281756,5.076683,0.72165394,4.173577,-1.9505349,5.2191124,0.6119302,4.469181,-0.34863636,4.6331453,-1.0129483,4.5119405,-0.14585285,4.002033,0.5833123,4.0049987,0.16571967,4.130632,-0.770004,4.4852643,0.45893922,3.5881689,0.15798709,3.7890246,-0.53998005,4.018096,-0.02384877,3.4040887,-1.0763968,4.173492,-0.78306055,3.976411,0.0018065263,0.018587638,6687.200335908623,4182.809542192059,5591.527414640475,2234.5553960991892,12669.227139261746,7967.227717233788,0.05035195574664429,0.04151419542009582,0.0016846342,0.0025952978,640.9951479739188,739.4695304059792,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-02-13.wav,calm,normal,kids_talking,male
3,1,1,1,2,2,13,-735.38324,164.12767,72.62126,86.95736,-1.181431,22.903406,11.689086,20.985302,4.2535324,16.168062,10.882351,14.279341,0.4463083,12.263158,1.0610936,11.248198,-2.5453866,10.965458,-3.8680258,12.358041,-4.9072804,12.819057,1.5997664,6.425125,3.6446865,6.520977,-2.505638,8.992029,-1.0760424,8.0674305,5.054444,9.016956,-1.286253,7.786549,-3.2107832,9.948508,3.7762253,6.5335627,-1.564111,6.9118414,-3.6991575,8.923791,0.49576628,5.057624,2.7983208,4.91884,-1.2461243,6.141275,-2.5106945,7.379056,0.56840324,4.291777,-1.39772,5.2650366,-0.27287674,4.9012094,-1.4301994,5.3683605,-0.581718,4.1616325,-0.6794395,4.481143,-0.2660151,3.8460302,0.6272342,3.789246,-0.07139373,3.3323698,0.9092777,2.825355,-0.35038796,3.513042,-0.8441367,3.9484055,-0.034378685,3.0766833,-1.3937173,5.1001563,-0.6393517,3.8650708,0.0035970372,0.04213926,7194.208348911721,4119.333872576685,5710.2128104464855,2273.2392006923637,13564.194915254237,7787.7430849382,0.07077098781779662,0.08162084397432864,0.002328554,0.0037742476,598.3635564254171,711.8694543164555,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-02-13.wav,neutral,normal,dogs_sitting,male
3,1,1,1,1,2,13,-753.37396,148.14304,75.758835,85.09468,9.839035,20.717567,10.687641,18.58592,4.9769454,16.103157,11.265549,15.255658,0.8313401,11.791811,1.8299723,9.07923,-2.2822618,10.68306,-1.5628346,11.135471,-2.2374134,9.425116,1.630011,7.0700574,2.2499719,7.1305285,-0.8527427,7.91195,-0.21264973,7.707805,5.3127084,8.809994,0.22481439,6.088706,-1.5603855,8.213555,2.1964302,5.6558013,-1.7481345,6.5012193,-2.113306,7.311042,0.372649,4.408162,1.493395,4.932805,0.6718089,3.913786,-0.6271901,4.381273,-0.2960892,4.9612827,-1.2778466,4.827127,0.29261476,4.0944543,-0.89873517,4.8201838,-0.53944993,4.501799,-0.19441837,3.5851173,0.6616671,3.4007564,0.33723,3.7291098,-0.7418368,4.231966,0.9523589,2.6413586,0.19188155,3.763282,-0.07144702,3.272288,0.02328281,3.1155186,-0.89795774,3.9578862,-0.07103288,3.0389264,0.002429235,0.032238737,7060.873736485084,4285.237837461351,5779.46882819976,2128.323530830281,13171.174210963454,8205.919529956846,0.06559677377491695,0.06720086761262059,0.001843511,0.003067075,646.3253637208813,702.2599512554909,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav,neutral,normal,kids_talking,male
3,1,1,1,2,1,13,-746.4887,152.09068,71.78011,85.93891,5.5644608,19.673182,10.422284,20.28943,4.2007465,14.448251,12.986828,14.203331,1.472529,11.545589,1.646214,9.393075,-3.1401417,11.91581,-4.0793667,13.0461035,-2.338433,10.667141,0.9254926,7.615104,3.735377,6.6646156,-0.88520664,7.5291095,-0.6838955,7.810161,5.372139,8.500573,0.13335842,7.3794417,-2.0842352,9.642937,4.040583,5.9591365,-0.48889506,5.880013,-3.0328727,8.643156,0.1284914,5.412691,2.7892764,5.6021476,0.6424705,4.509281,-2.3661418,7.2657027,0.025497993,4.3946924,-0.74490905,4.5711007,-0.5672504,4.618898,-1.295511,5.0185885,-0.29467595,4.0044813,-0.70904964,4.559892,0.03022382,3.8338077,0.64387584,3.2960856,-0.23384102,3.7889588,0.2870387,3.069718,-0.33341596,3.710791,-0.12281206,3.565308,-0.028639926,3.1985958,-1.5038234,4.7250733,-0.19388467,3.118447,0.0024986481,0.03307165,7159.011160203013,4103.69734418185,5823.386732278112,2224.714729033899,13520.589192708334,7958.896513429886,0.06490071614583333,0.06195706740186815,0.0019020388,0.003141536,710.5915028926704,745.9229215664495,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-01-13.wav,neutral,normal,dogs_sitting,male
3,1,3,1,1,1,13,-694.52014,162.033,76.67059,85.45408,-1.8159063,21.96393,7.7751255,19.247595,4.842866,13.213596,12.204663,17.803677,-1.8201214,14.013075,0.29096624,9.746062,-2.7119222,10.15217,-4.325731,14.055566,-4.1571617,10.950816,0.6116436,7.7740593,3.8283722,7.2315187,-3.124988,9.609953,-0.37097374,8.110638,5.5259056,9.134622,-2.460028,8.927042,-3.3581796,9.903655,1.8168732,6.6548924,-0.382096,5.869644,-4.1342044,9.062499,-0.44694555,5.5863986,2.3948214,5.325598,-2.6736164,7.485563,-1.9206604,6.423775,-0.61968833,5.0221844,-1.7188528,6.2830915,-0.6377842,5.0504,-0.67983574,5.383751,0.6028433,4.1284933,-1.0378329,5.627582,-0.85123503,5.704847,1.2172104,3.9354548,-0.36342922,5.198,-1.5909125,5.359503,1.011974,3.2777598,0.12198511,3.1462376,-1.0371815,4.468646,-0.7118271,3.9035587,-0.85742396,4.1328454,0.007086317,0.08274535,6759.331338119371,4079.3557541856617,5679.86076527463,2311.802211420051,13044.819078947368,7935.723495367316,0.05701326069078947,0.05207443707290112,0.003330722,0.0052902116,626.1886499597244,718.3387119934623,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-01-13.wav,happy,normal,kids_talking,male
3,1,2,1,2,1,13,-752.08795,148.66502,78.91528,82.731865,13.15616,20.55891,18.344519,22.197878,5.4620166,15.785604,15.542674,14.468481,1.9799579,13.632911,4.8321347,9.07673,-0.5287152,11.047511,-4.004569,13.08333,-0.9851118,9.355587,1.6448697,7.590766,2.6409879,6.762056,-2.3682337,9.961891,-0.39494562,8.87563,6.664193,9.616957,0.7617216,6.702584,-2.36345,9.174737,4.094901,5.7070584,-0.0361279,5.339944,-2.3006597,7.8328753,0.0957459,4.920543,2.332194,5.561385,-0.2599929,5.2666564,-0.9706788,5.870254,0.6091005,4.726195,-0.9668543,5.3748474,1.3941294,4.5927377,-0.9890512,5.745022,0.20612389,4.3888054,0.2953637,4.063907,0.015324169,4.228679,0.7033756,3.431975,-0.8394394,4.5668864,1.0122184,2.8845546,1.4470923,2.5192149,0.009801625,3.427327,0.26263878,3.1022666,-0.8918068,3.9730318,-0.5560771,3.8180904,0.0013714955,0.01670218,6615.24383207636,3970.3228905529472,5807.3665942166635,2210.5528212554036,12869.49152542373,7965.175639645342,0.05178595074152542,0.058565135941263696,0.0015654693,0.0022305672,845.0258486279457,836.348682927969,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-01-13.wav,calm,normal,dogs_sitting,male
3,1,3,2,1,1,13,-621.5084,163.62056,75.61799,79.23339,-5.325117,20.174618,7.1101556,20.110153,6.285818,15.354388,12.78642,17.463718,-0.62462044,12.763857,-3.3136277,12.696814,-5.631182,10.721382,-1.916511,10.387234,-5.7834215,12.604372,0.5065892,9.199454,3.001711,8.022715,-4.375294,10.096001,-3.961939,9.7318945,6.1125345,8.599046,-3.0215185,8.154315,-3.0350678,9.178383,2.007037,6.7801304,0.85697216,6.283439,-5.072543,9.48635,-1.2321652,5.929011,2.062892,5.8191614,-1.177047,6.164152,-3.0327692,6.8184795,0.4694194,5.292658,-0.27177355,5.163906,-1.2551441,4.5642757,-2.6098013,5.548642,0.5033113,4.5771213,0.13859819,5.1146107,0.20790666,4.5287957,0.5748089,5.124968,-0.18200183,5.350742,-0.9619785,4.144809,0.35133004,3.9728146,0.3473343,4.4338236,0.7651265,3.919258,-1.5975316,4.214886,-0.6146258,3.8609455,0.013710789,0.18838708,6193.638051907266,3803.38095890018,5420.165465022422,2108.5430714525082,12170.520510835913,7209.645332522436,0.05917122194272446,0.052094216489080684,0.0050849607,0.007223138,519.4528530469496,559.1644536192364,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-01-13.wav,happy,strong,kids_talking,male
3,1,3,1,2,2,13,-668.4759,168.14014,72.63825,80.90654,-5.6275096,23.111773,13.632459,20.352629,0.51603955,17.938923,9.710215,14.785269,0.97564596,11.382412,-1.1413746,12.547647,-8.806963,16.340868,-3.7782874,12.433505,-5.478928,12.004241,-3.3553052,11.448972,3.8373175,7.3482566,-4.0495896,8.837967,-2.949534,10.104887,4.3683615,9.128345,-3.5690935,8.333715,-4.6421766,9.427672,1.8793201,5.4923835,-2.505123,7.0737395,-5.900384,10.559018,-0.2320919,5.179045,0.82916075,6.089238,-2.2599816,7.0356255,-2.3184426,7.485547,0.7505249,4.837082,-3.3407416,7.422555,-1.0008354,6.436598,-1.6274494,5.546732,-0.5972258,5.9222713,-1.3327434,6.4713373,-0.26237345,5.7616825,0.12761812,6.0115256,-1.1142825,7.288265,0.27107677,5.333923,0.75389284,5.8795686,0.36850923,7.1501,0.7530058,6.297438,0.24063848,6.9624424,1.5562263,5.2425222,0.010435899,0.10740072,6664.885449414256,3931.407444631221,5531.171022692439,2190.047378788539,12741.746262458471,7508.267998244189,0.06625863008720931,0.06398775155852555,0.0042673443,0.0062250136,692.4055410117572,750.9449554425402,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-02-13.wav,happy,normal,dogs_sitting,male
3,1,2,1,2,2,13,-759.9447,155.98668,78.95212,83.29251,7.1195893,20.95543,17.171106,24.880987,4.7005525,13.521373,13.386535,14.809349,0.3593039,12.637727,3.7373445,8.410643,-1.5954287,9.992547,-5.837335,14.380197,-1.4178736,9.144554,1.284066,7.278125,1.8976715,5.9041715,-1.0403134,8.126189,0.1949737,6.9752216,6.521271,8.393456,0.86660725,6.395823,-3.6401165,10.423997,4.487134,6.1700788,1.4079704,5.116697,-3.2822556,8.645823,0.44537264,5.596134,3.2042363,4.9901166,-0.87995964,5.567708,-2.1209438,6.4539704,-0.16586103,5.227735,-1.4119362,5.056474,0.94532645,3.7992039,-1.1396217,4.745595,-0.64962274,4.146664,0.004103633,4.59794,0.08577471,4.153648,0.50200355,3.5820954,-0.93135935,5.383877,0.7699292,3.434207,1.2727345,3.2952442,0.4469835,3.7545948,0.21920265,3.4200783,-0.987197,4.4735394,-0.1358572,3.8788729,0.0016016095,0.019341396,6954.08410396323,3934.2035368966554,5791.367535459155,2197.4181821910033,13375.594429347826,7661.326029310184,0.07805069633152174,0.07681025961119925,0.001518939,0.0025215924,719.5679874984106,788.6933149543383,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-02-13.wav,calm,normal,dogs_sitting,male
3,1,2,2,1,1,13,-770.6481,162.1787,83.21256,83.19842,8.639112,18.051657,15.078211,23.140724,6.1445203,12.037724,16.419651,14.786705,1.7734706,12.345465,3.0853937,8.839535,-1.9196173,9.850084,-3.962749,11.822739,-2.1386962,10.856485,1.9791359,7.7705455,3.8945553,6.989831,-0.43900797,6.984351,-0.26716578,7.6223464,4.7240696,8.753698,-0.043344736,6.8567104,-2.396745,8.898301,1.2886071,6.2717175,-0.13904485,6.202916,-2.0151014,7.027161,-1.0201265,5.6499867,1.9084688,5.3262944,-0.37263867,5.7012057,-1.9300163,5.2186413,-0.187863,4.3159485,-1.2967364,4.7293205,-0.8860001,4.974831,-0.8495324,4.875748,0.028055882,4.207444,-0.19406785,4.2551627,-0.50060374,4.681597,0.7023004,3.7720592,-0.60811466,4.955184,-0.59387654,4.299302,0.9886019,3.2162397,-0.19982299,3.9832735,0.60234547,3.4495509,-0.96787614,3.9659584,-1.4805462,3.8198633,0.0014123434,0.014906939,6950.6823094540605,4199.181056095616,5735.502527013717,2138.7574305451753,13179.26377118644,7921.059273926878,0.05435149629237288,0.05769901440285855,0.0014928401,0.002307868,595.1303212534347,668.3622916233827,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-01-13.wav,calm,strong,kids_talking,male
3,1,3,1,2,1,13,-693.6511,157.78853,71.46075,84.89242,-1.6341283,23.948156,12.33967,20.22433,2.698555,13.727984,9.690231,14.037296,1.474687,11.838202,-0.36759415,11.624235,-3.9417262,12.172655,-4.491202,13.27357,-5.0335474,12.151235,-0.92661124,9.720463,3.4871264,6.5875106,-3.492692,9.811832,0.3036547,8.543763,4.6408987,8.894937,-3.082724,9.772755,-2.4686053,8.330122,2.1812572,5.2832217,-2.5721233,7.775385,-4.4819193,9.846896,1.2447758,4.2536545,0.75863314,6.7085423,-2.476726,7.7110467,-0.61785525,7.056583,0.6424007,4.934169,-1.8769503,6.7403994,-1.2040844,5.5902367,-0.07214872,4.0419683,-0.30102333,4.288205,-1.2004476,5.1823545,0.013255181,4.6826067,-0.14810754,5.0846663,-1.918308,5.946139,-0.6303878,3.6611416,-0.06571236,3.8679092,-0.76942945,3.8257532,-0.6126089,4.0820165,-1.4724698,4.828514,-0.256007,4.056297,0.0063732117,0.079173796,6768.334644232295,3957.7890704358547,5632.092979510867,2309.40572559777,13043.167372881357,7684.056237714505,0.05337493379237288,0.05086608173870833,0.0031645214,0.0049749534,635.4940665197654,749.4616366728535,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-01-13.wav,happy,normal,dogs_sitting,male
3,1,3,2,2,1,13,-549.74023,165.12271,55.989716,64.77683,-12.765321,29.996061,10.724632,19.526762,-10.467362,24.833992,2.3290837,18.157385,-2.9252698,14.582824,-5.717446,14.897645,-12.104343,16.97646,-2.9469557,9.775641,-7.480254,11.443311,-4.9365807,11.664012,-0.5823392,8.171431,-4.3602123,7.7798834,-6.5397687,11.231514,-0.12395253,7.332382,-5.732142,9.111717,-5.7748017,8.395139,-1.2880207,6.2177043,-4.4429007,8.763359,-5.4893675,9.149915,-1.2339065,7.4164476,0.97258806,6.5636363,-2.4407742,7.7859106,-2.4359353,9.935821,-1.3139894,6.0662775,-2.8008661,7.2722545,-1.552409,8.320825,-1.8420974,7.1435156,-1.7044976,7.249657,-0.020097371,5.9664936,2.8286657,7.8082194,2.1386268,8.605553,3.7957625,10.387752,4.871579,10.321841,4.8167043,10.798284,3.8717513,10.149019,2.352497,7.928761,0.20453219,6.152944,0.75892234,5.2603006,0.08005016,1.0420071,6475.584219122933,3516.406100465915,5469.473552706217,1846.750958431913,12508.949762658227,6520.135009412316,0.0814641638647152,0.0771268544261229,0.0119191315,0.017432919,478.5103545623949,591.753535548131,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-01-13.wav,happy,strong,dogs_sitting,male
3,1,3,1,1,2,13,-700.17847,160.41144,78.88419,86.02693,-1.351495,22.947948,9.293472,17.858173,3.7231793,14.868034,12.917513,17.345118,-0.24822988,12.570176,-0.79118174,10.81078,-2.0443597,9.274843,-4.0487075,13.944021,-5.058275,12.152289,-0.28085437,7.2119694,3.9386876,6.6429524,-2.687354,10.477794,-1.7535887,8.661642,5.4058905,8.80997,-1.7955693,8.565786,-4.9408407,11.356454,1.2325412,7.095113,-0.3584107,6.027981,-4.815544,10.201128,-0.653356,6.078427,2.7632942,5.8430786,-2.0470767,7.0753813,-2.7673078,7.1597667,0.18597668,4.329336,-1.3412735,5.566915,-0.8357109,5.103203,-0.6034064,4.996124,0.5974918,4.097818,-0.23090507,5.0054007,-1.3272302,5.7990766,1.6976542,4.1223135,0.25279504,4.683644,-1.4366066,4.953548,0.9912413,2.9993243,0.5544771,3.2144568,-0.57652086,3.746646,-1.5301617,4.790499,-0.52213013,4.200809,0.0060896864,0.06387091,6629.537611510355,4064.185222958775,5570.488646829291,2308.794645054691,12709.354235880399,7885.3755419634645,0.06462994445598007,0.06189728359101812,0.0032058987,0.004768614,567.1184233478843,666.3167247581695,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-02-13.wav,happy,normal,kids_talking,male
3,1,2,2,2,1,13,-740.4508,150.75754,75.06194,86.73551,3.7541642,22.758049,12.875745,22.644463,6.7835903,12.752063,12.704029,12.860149,0.9735838,12.806392,3.130675,8.499934,-0.76657134,9.008157,-7.003851,15.05427,-2.4702072,11.125377,1.1869292,8.411688,4.016994,7.0409436,-1.3161217,8.619359,0.6217351,6.6165614,5.495627,9.085399,-1.2940748,8.865184,-2.6874442,10.419344,3.4957669,5.457432,0.45471385,5.2605243,-3.9528034,9.609576,-0.5926824,5.029401,1.9004132,4.22959,-0.1623896,4.648952,-2.0195348,5.977458,0.6176357,4.258894,0.10561477,3.8201635,-0.35569853,4.7865076,-0.5904737,4.757221,0.4886937,3.3523593,0.7602396,3.6158788,-0.5282665,4.8040776,0.2525034,3.468578,-0.44695762,4.521609,-0.1963485,3.7254221,0.57359976,3.12338,0.43889692,2.7387085,0.17743355,2.984997,-1.0200694,3.6577973,-1.0967607,3.6816263,0.0025517521,0.036471717,6966.334337777633,4041.48970338728,5725.1724781949215,2279.0048715467415,13346.077127659575,7707.055941658345,0.05663716201241135,0.06289620307859531,0.0018729342,0.0032307405,778.0861571503208,797.7482997697571,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-01-13.wav,calm,strong,dogs_sitting,male
3,1,2,2,2,2,13,-750.76086,152.75185,78.874565,90.31232,4.1671224,19.444296,10.915862,21.336395,6.2486687,11.832698,11.752572,13.440324,-0.61749965,14.138597,3.0485198,9.142834,0.3248396,8.395834,-5.9448295,15.120145,-2.9517374,10.532965,0.97630626,8.367772,2.432938,7.57973,-1.7725861,8.249654,1.6670489,6.8303924,4.3450193,7.8019767,-0.93596995,8.281801,-1.6560335,7.906641,2.759085,5.902256,-0.5545539,6.4419637,-3.111886,8.407904,-0.59296334,5.557729,1.7085152,4.616772,0.23649843,4.9749956,-1.685608,5.6936827,-0.31911352,4.50466,-0.64514315,4.202857,-0.5207306,4.0550394,-2.1374204,4.9638147,-0.89893115,3.7882814,-0.07718518,3.09,-0.530573,3.7540526,0.081933916,3.6284082,-1.3283824,4.595748,-0.77532643,3.5484946,0.3540829,3.137327,0.09550313,2.9781919,-0.29933074,3.1090326,-0.8699818,3.7036796,-0.5807482,3.277563,0.002586247,0.03095169,6977.983925959747,4278.493472137539,5622.433190679693,2343.220005394103,13141.529605263158,8089.263503848231,0.05388569078947368,0.0618502894472106,0.0019602797,0.0031650802,691.8475024808045,770.3346693476788,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-02-13.wav,calm,strong,dogs_sitting,male
3,1,2,2,1,2,13,-742.7421,148.97806,83.3902,87.610115,6.9014773,22.692017,9.379109,18.475409,4.036463,14.689604,14.052818,14.896815,2.2575104,12.220128,1.9008485,11.167208,-0.39025575,8.627901,-4.2757273,11.964688,-3.1351132,10.405145,-0.6040735,7.729059,3.8877323,8.13125,-1.0354333,8.33894,-0.42871833,7.990358,4.6420364,9.357776,-1.0774041,6.7921815,-2.8583908,7.8421016,2.2097635,6.3759866,-0.7793286,6.5500154,-2.83787,7.5839953,-1.7183743,5.123779,0.091772646,5.2167554,0.2349675,4.8732724,-2.2081594,5.2236824,-1.0225619,4.2989717,-0.6549515,3.770928,-1.6628522,4.7741427,-2.154715,5.183457,-0.41355783,4.2829323,0.78715366,3.2211323,-0.8906765,4.5917068,-0.29276672,4.2922425,-1.0331384,4.9083915,-0.80353785,3.4767933,-0.04536352,3.3172028,-0.77502805,3.961949,0.19837914,2.7083924,-1.2613972,4.044108,-1.2565587,4.185733,0.0025330507,0.033074312,6705.962573639881,4208.132159184473,5665.014269411728,2300.3798049901543,12864.072882059801,8134.239049912311,0.056197765261627904,0.058354945041102516,0.0019648364,0.00311181,553.0971395845861,700.8890214244387,/content/drive/MyDrive/DSI_Abschlussprojekt/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-02-13.wav,calm,strong,kids_talking,male
